4,"FreeAgent is great for getting your business up and running. It highlights tax milestones and calculates a lot for you. It could improve the way it works by taking the Accountancy help &amp; introduce that into the tool in a step by step process within the application. The chatbot article suggestions help 85% of the time, the 15% needs some work. It is value for money for the first two to three years but as your business grows you begin to realise you need an accountant and that&#039;s why the intro of co-pilot is interesting.",2019-10-03 11:05:24
3,"I&#039;m new to cloud accounting so have nothing to compare to. The user interface is not bad but could be more intuitive, and it would help if it was simpler to customise things, such as adding accounting categories.",2019-10-01 08:53:58
4,"Handy, intuitive app to keep track of income and expenditure. Would be good to shortcut the contacts / projects lists to favourites so not having to scroll through every time. On the website, some of the relationship between contact and project is rather clunky and takes a while to negotiate. Good summary invoicing facility.",2019-09-26 15:08:19
1,"can not import open banking with nationwide, over 3 weeks now.",2019-09-25 09:36:53
5,Time saving and intuitive to use. a great help to the less well organised like me,2019-09-19 08:54:35
5,"It’s only been a couple of months and FreeAgent has made business start up a lot simpler than it otherwise would have been. Customer support has been excellent and the app is a winner. Well done FreeAgent, keep going! 💪",2019-09-15 11:23:09
5,I understand maths and spreadsheets. I am not an accountant. This software has been so easy to set up and use. I have only had two calls to the help desk (very prompt human response) and they were about technical terms. This has taken away that quarterly nightmare. ,2019-08-29 08:52:46
1,Too expensive ,2019-08-28 22:56:10
3,"Poor question! Some aspects I would rate good or very good, some poor or very poor. What should I score it to be helpful to you?",2019-08-28 13:24:53
5,It is as good as an accountant. Simply the best in its offering. I regret why I got to know about it so late. ,2019-08-28 10:50:29
5,The accountancy and book keeping aspect of running a freelancing enterprise has been made so much easier by using FreeAgent. My experience with customer service has been outstanding and I have great confidence in the support team to help my business run efficiently.,2019-08-24 15:23:25
5,Really good guys! Really really good! I&#039;ve just clicked into the mobile app and completed my daily accounting stuff in about 2 mins. Now that&#039;s a real timesaver. Many thanks - Jeremy,2019-08-22 08:33:55
5,Really simple to set up and use. Has helped simplify managing my business processes ,2019-08-16 13:39:42
5,Great software and easy to use ,2019-08-15 08:09:15
5,I finding this app and customer service excellent so far. Very pleased. ,2019-08-08 09:35:17
3,"According to my accountant, the bank feed doesn’t seem to tally. It has cost me extra money getting it sorted and I have been advised to do my accounts using an xl spreadsheet. I am now considering my options regarding using your service. ",2019-08-08 09:10:30
5,"I&#039;m really surprised. I always relied on an accountant, but since our accountant and tax layer went bankrupt and left me high and dry I decided to take the matter in my own hands. This is the best decision I made so far. The effort I put in matches the effort I had to prepare and discuss paperwork with the accountant. And he pocketed some 2,500 - 3,000 a year. Go figure. This software is awesome!",2019-08-02 12:56:10
5,"The straight forward nature of this programme is superb. Helps me complete complex tasks easily. Great layout (apart from the fluffy animal pictures). Bank feed is awesome ... so much easier than manual updates ... saved me bags of time! Reminders to submit to HMRC would be great (PAYE, VAT etc). Overall ... excellent. Thank you.",2019-07-31 11:11:26
5,Easy to use expert help only an email away Very good system for small businesses I would only change one thing and that is I would of done it years ago Keep up the good work.,2019-07-30 10:47:16
5,Delighted so far with the simplicity of this app,2019-07-25 09:51:04
5,I really like FreeAgent because it is so professional looking and easy to use.,2019-07-18 11:49:31
5,Great product and responsive customer services,2019-07-16 08:44:01
5,"FreeAgent is easy to use, fast and an efficient to keep your business in check. I would highly recommend it to any company!",2019-07-16 08:33:26
5,I chose the right software with free agent. I procrastinated for Months did hours of research. Should of done it months ago. Thanks guys keep up the good work.,2019-07-11 10:33:21
2,"reporting is poor, cannot make your own reports and the ones that are there are poor have ran trial balances several times with different results vat is poor you cannot amend the report especially if you it is your first report in Free agent Profit &amp; loss has subtotals at the top of the numbers Help is poor ",2019-07-09 12:29:19
5,Perfect for sole traders. Easy to use and very dynamic to handle different kinds of business.,2019-07-09 10:34:03
3,"I’ve been using QB self employed but a couple of small frustrations and some recommendations lead me to switch. Signed up for a year, but I’m unsure if I’ll sign up next year QB allows me to simply forward my email receipts to an email address in seconds and they’re auto linked to the relevant bank transaction. Also, as a window cleaner I have loads of standing orders and QB allows you to set up a ‘rule’, meaning every time the same transaction appears it’s auto categorised. Lastly, the auto bank feed on QB is instant, whereas FA seems to be lagging by a week or more unless I download a statement Given that QB was only costing me £2.99 a month, I’d really expected an expensive program such as this to have these simple features that make life much quicker &amp; easier",2019-07-08 10:10:50
5,"So far it is excellent, packed with useful features and it works!",2019-07-05 13:45:03
5,"Since using FreeAgent my working life has been made easier. It keeps my accounts organised and it&#039;s so easy to see where I&#039;m at with reagrds to Billing, Vat etc...I love it!",2019-07-02 10:32:38
5,Really easy to use. Keeps me and my clients on their toes. Great software to use and knowing Natwest champion&#039;s FreeAgent makes me feel safer and lets me trust this site.,2019-07-01 08:46:12
5,Excellent service every time - any issues are solved quickly with no fuss,2019-06-27 08:41:17
4,fees are expensive for a Limited Company that has a single employee and is effectively a sole trader,2019-06-27 08:37:08
4,"Fully accounting software with batteries, perfect for Sole traders. The only thing that should be better is the template invoice customization.",2019-06-21 12:19:04
5,Great support as always,2019-06-21 02:06:20
5,Hardly ever does a company really delight - Freeagent does! We love it!,2019-06-20 09:19:19
4,"I&#039;m reasonably pleased with Free Agent - so far. The Help-line assistance is good. The Taxes section is good. The Banking section can do with some improvement (the import new transactions is slow/fails to connect, regularly). The balance column isn&#039;t accurate. I would say 6.5/10.",2019-06-18 18:11:24
5,It makes everything so easy. Wouldn&#039;t be without it! : ),2019-06-18 09:21:38
5,excellent easy to use with backup,2019-06-16 21:10:48
1,"I tried FreeAgent as it was free with my new NatWest business bank account. I found it lacked functionality and I didn&#039;t get on with it. I&#039;ve returned to using QuickBooks as it is just better in so many ways. I wanted to like FreeAgent, but found i didn&#039;t. So I cannot recommend it to anyone. Maybe you can up your game, add some features, make it more user friendly - but for now it&#039;s not for me.",2019-06-14 12:10:28
5,Very good software - automates most tasks. Would definitely recommend,2019-06-14 11:29:27
5,"In a previous life I was an expert user and support analyst for SAP. Seibel (Oracle) and Walker platforms. This is a breath of fresh air by comparison, and free of charge from Nat West. It&#039;s very good indeed, although I would like to see some enhancement for inventory and fleet management. ",2019-06-14 10:16:51
5,Comprehensive professional and very easy to use. Providing you read the instructions. Support is second to none. Runs rings round QuickBooks.,2019-06-06 10:23:43
5,"Easy to use, easy to understand",2019-06-06 08:32:17
5,Ideal for sharing cricket club finances with the other members on the committee. ,2019-06-05 15:39:20
4,Easy and good support to get online vat and automatic bank updates. Could have better sorting and filtering of transactions to enable multiple updates to items. Pricing after initial offer at £290 per year for a single person company seems a bit high.,2019-06-05 09:29:15
5,"It works very well for me, as I needed a system that caters for multi currency.",2019-06-04 09:54:14
5,Wouldn&#039;t use anything else : ),2019-06-03 13:03:01
4,Easy to use and a good knowledge base to dig into. ,2019-05-31 07:05:07
5,"Ease of use, functionality and access between myself and my accountant saves so much time, simple and rich product.",2019-05-30 14:01:04
5,"Great product - Makes accounting a breeze, almost makes it fun.",2019-05-25 08:31:40
5,I love this tool and its a game changer for my business. I was keeping records on excel which was laborious and painful. Now everything is easy. I just dip in every few days to catagorise my spending as it auto-links to my Starling bank account. Its amazing. AND I UNDERSTAND MY CASH FLOW finally!,2019-05-23 17:32:48
5,Brilliant!,2019-05-21 14:59:21
5,"Not been using it for long, just coming over from a competitor on the recommendation of my accountant. Very competitively priced, very simple interface. Early days yet but looks a very good product. ",2019-05-17 13:46:02
5,Great service and good communication from Chantelle ,2019-05-16 17:40:23
5,easy to use an so far has done everything required,2019-05-16 14:53:25
5,Brilliant App. Love that it does everything. Am newly self employed so just finding my way.,2019-05-16 09:13:31
4,"I am a new user to FreeAgent and I am not very good at I.T. FreeAgent has provided good resources with videos for us visual learners, and I have been supported by a helpful adviser on the other end of the telephone line when I was not quite sure about what I was doing. Very pleased so far.",2019-05-15 10:06:15
4,"Nice simple software to use but definitely need to add a feature for proforma invoices, I need proforma invoices for my business! ",2019-05-15 08:57:54
4,"Elegant solution to nearly all my accounting needs. Just need more open banking support, as I won&#039;t use Yoddlee.",2019-05-15 08:42:48
5,"clear, easy to use, even for a farmer. I think the programme is great",2019-05-14 19:48:19
5,great and easy to use for a small business recommend ⭐️⭐️⭐️⭐️⭐️,2019-05-14 08:34:27
1," i have given this another shot for a few weeks now, and while i can see how to get to where I need to be, it takes a large number of keys presses and clicking here and there just do simple things. I can get a cash in hand figure in seconds using a spreadsheet, using freeagent takes ten minutes. first I needed to set up an account called &#039;cash in hand&#039; for entering my till sales. Again this just smacks of accountant thinking rather user thinking - everything has to have a category and /or an account! ok , so to enter sales, click on &#039; banking&#039; at top, click on account &#039;cash in hand&#039;, zoom across screen to &#039;more&#039; and click on that (where the add transaction is hiding just above delete account bizarrely), click on add transaction,select a type (sales is way down this list), make sure date is set to what you want because it always defaults to today,enter till sales in amount box, enter a description &#039;till&#039;, finally click one of the create buttons. I make that six clicks and a lot of fiddling around the screen to get to the bits you need. Spreadsheet method: click cell , enter sales, done. Can you see which is easier? A similar pattern of events occurs when trying to enter invoices from suppliers. Oh and don&#039;t forget some till sales are by debit cards which seem to need yet another transaction... There does not seem to be be a way of entering invoice number with &#039;add transaction&#039;, only on the long winded method of creating an invoice. Neither method allows for a local reference number and invoice number to be added that i can see. As it stands, this program is a hundred steps behind what our simple spreadsheet can do for us, and the time it takes to enter less information over multiple screens is frankly archaic. Is it based on some account program from about 20 years ago?! I still feel that this program has been written by accountants and not business people. What we really need is a system whereby we can enter ALL the days activities on ONE screen. The system should be intelligent enough to select the categories accountants want by itself not force us businesses to do the work manually. Even export data is limited to a Microsoft format, what about csv so we can at least load it up properly in libreoffice. I do believe there is a program out there somewhere built for small businesses like ourselves. Freeagent unfortunately is not it at the moment. It is pretty much the same as the big guns like Sage, and although &#039;free&#039; through RBS, I do also have concerns that if your contract with RBS was to end, then we would have to pay just to see and use already entered data. Having used Sage and others on test in the past, they basically turn into ransomware if you refuse to pay. Sorry if this seems all negative, but I hope you find some of it constructive criticism.",2019-05-11 22:07:38
5,"Brilliant platform, works really well for me as I can log my hours and convert them straight into invoices for clients. Easy to find things on it too. On the rare occasion I&#039;ve needed support, you get straight through on the phone and they are very helpful. All in all, well worth the money. ",2019-05-08 08:36:44
5,Super easy and intuitive. As a one-person consultancy it couldn&#039;t have been easier to get started and be in control of my finances. ,2019-05-07 10:11:17
5,"Just started a month ago, very easy to use. ",2019-05-07 09:25:16
1,no clear information on how to set up and go ,2019-04-30 14:43:05
5,"Making Tax Digital is quite a daunting task, especially when you have to change from your old established spreadsheet. Free Agent only takes a couple of hours to understand and convenient to use. This app is so straight forward, I wish I had it years ago. ",2019-04-28 21:10:19
5,"Bella was very professional and efficient, can’t recommend enough. Well impressed. 5* ",2019-04-24 15:06:55
4,"Really easy to use, great help pages when you are not sure about something. Making my life much easier! ",2019-04-24 12:09:34
4,"On the whole, I am very happy with my experience so far on FreeAgent. I have had a little difficulty doing some things, but the support has been very good and very quick.",2019-04-24 10:34:17
5,"Was so scared of coming away from Excel, but using Freeagent is brilliant. All the help from Freeagent staff has been so good. I have found the system so good to navigate around. So pleased with it all.",2019-04-23 17:33:47
5,Very easy to use and with a great help system to back you up ,2019-04-17 09:10:47
5,Given my lack of financial or systems knowledge I was not looking forward to using any HMRC recommended package. However FreeAgent is intuitive and easy to use and the help service is quick and easy to understand. ,2019-04-17 08:41:13
4,Intuitive and simple to use,2019-04-16 09:07:46
5,"I&#039;m a freelancer only a couple of weeks into my experience of FreeAgent but it has all the features I need for my small business. Time tracker is one of the most important, the ability to pull transactions directly in from my bank account is another. Easy to use, intuitive and a clean uncluttered interface. It works how I work, capable of monitoring numerous projects on the go at once (I do web design, graphic design and copywriting). Obviously a lot of thought has gone into the presentation and behind-the-scenes coding. Good job!",2019-04-16 09:00:20
5,Finding it straightforward to use. The few queries that I&#039;ve had have been promptly &amp; efficiently dealt with ,2019-04-14 14:53:40
3,"Overall Free Agent is good but there are improvements to be made in the invoicing templates. There is a large gap of white paper on the invoice and some of the important information such as company details, vat no and company registration are in different places so looks messy. The project section which I thought would be really useful is not very user friendly when it comes to adding late bills and additional expenses. I haven&#039;t found the information on the help sheets very helpful on the project section.",2019-04-08 11:18:52
5,Very easy to use. Has even saved me money by finding a old invoice that wasn&#039;t paid,2019-04-05 12:54:15
5,"Amazing, so easy to use.",2019-04-05 09:13:31
5,"Spot on, easy to use, HMRC MTD compliant, we love it. Our own little accountant in a click ... ",2019-03-27 09:42:01
1,"Despite ALL the info being available: can&#039;t even tell me my future bank balance on any given data. An accounting platform which can only detect cash flow insolvency after the event??? Chocolate teapot! (of course there&#039;s a 3rd party add-on which does this, for another £39 per month - but then what on Earth was the point in the first place?). ",2019-03-21 17:09:55
5,"It&#039;s comprehensive, quick and very rarely has any glitches (getting stuck).",2019-03-15 10:33:54
5,Brilliant piece of software. I honestly do not know how people could do without. This makes life so much easier and being on top of things makes invoicing (and receiving money!) so much easier. I wholeheartedly recommend FreeAgent. If I could give a six I would have done so.,2019-03-13 09:36:13
4,"It’s an excellent cloud product. Does nearly everything you’d want from an accountancy package, but the reporting is functional at best. No ability to export most reports, no report creator so answering basic questions like how many business miles have I done this year is difficult. ",2019-03-10 09:06:28
5,"I have found the Free Agent software reasonably easy to use. The most challenging aspect is not the software but understanding the accounting setup as undertaking this for a business mid accounting year, to ensure the VAT and Tax liabilities that it generates are a reflection of the actual. However, the ability to give access to accountants is effortless so this is not an issue. I am enjoying getting to grips with what it offers.",2019-03-08 10:52:11
3,I do Work for Agents So could do with Belling address and Job address might be good to put Job address in the New Projects section and on the invoice,2019-03-02 12:47:08
5,"Superb, we love it. Allows the team to be exactly what it says on the tin, Free agents to do other stuff. Slick, very easy to use, lots of features, very click and go, does as little or as much as you want it to do, works across all technologies, and a great APP. HMRC compliant for &#039;making tax digital&#039;, and takes away the VAT headaches. I have used Sage in the past, and this is way better Mr Jones. ",2019-03-01 09:51:16
4,"I find the processing a little cumbersome but if this really wasn’t written by bookkeepers it really is excellent. I had cause to use support once and they were brilliant, got right to the root of the problem and clearly knew the package inside out.",2019-02-27 22:55:36
5,"This makes my life so easy, it tracks my banks accounts, sorts my VAT and Self Assessment. I can keep tabs on my expenses and my general cash flow. Invoicing is easy and breaks it all down by customer so i always know who&#039;s paid and who hasn&#039;t. The app is pretty handy as well, a definite 5 stars",2019-02-27 01:10:07
4,Excellent system and easy to use but does not cater for businesses selling goods on the invoicing side. A basic function that QuickBooks and Xero have to convert an Invoice to a Delivery Note does not exist and all my DNs have to be done on Excel outside FreeAgent. It seems others have requested DNs for at least eight years and yet we are being told it is not a priority. How difficult is it to add this feature?,2019-02-26 08:54:47
3,FreeAgent is fairly easy to use. Is disappointing though that the tax filing doesn&#039;t work for Partnerships and we&#039;ve learned this only after creating the account under a Partnership plan. Hope they&#039;ll do that soon. :(,2019-02-24 23:05:59
5,"Simple and effective, I was up and running within an hour",2019-02-21 10:44:24
5,Am very happy with it,2019-02-20 21:16:56
1,"Can&#039;t put additional jpeg on invoices and estimates many companies are part of institutions fcb, fita, nicf, iso9001 ect these logos need to be on letter heads. Got a one line reply saying no it&#039;s not possible. Ermmmm",2019-02-15 10:01:46
5,"Very straightforward to use, great support team when needed, a real support to small businesses and accountants (like me)",2019-02-14 09:04:05
5,"As a new business the ease of use, breadth of functionality and incredible levels of customer support make using FreeAgent a joy!",2019-02-13 12:54:10
5,Speedy and helpful response. Very pleased with the outcome.,2019-02-13 10:28:02
5,"Customer support helpline was superb. Patient, knowledgeable, constructive. Thank you!",2019-02-12 21:34:30
3,"Looking for a way forward to MTD from QB Desktop - dissappointed as there are no delivery address options, nor way to print DN&#039;s. I think general inability to print will be downfall of me adopting this software.",2019-02-12 12:00:05
5,"enjoying the package, the essential elements are easily accessible &amp; clearly labelled &amp; when I need assistance, &quot;Rudy the Robot&quot;, is a valuable tool providing answers in real time",2019-02-11 18:47:20
5,"I love FreeAgent. It has made accounting and keeping track of my business finances so much easier, and more enjoyable. The layout is intuitive and the support resources are great. Whenever I&#039;ve had a question I&#039;ve easily been able to find a Help article that simply explains exactly what I&#039;m looking for. Magic! And the customer support people have been great, in the rare case that I&#039;ve needed it.",2019-02-08 09:50:31
5,"Why isn&#039;t there an &quot;Excellent&quot; button, &quot;Very Good&quot; doesn&#039;t cut it. Been a customer for 10 years, best package out there for sure. Simplifies everything, constantly evolving, what more could you ask for.",2019-02-08 09:47:44
1,"Very poor accountant package, I receive payments without raising an invoice for some items. There is no explanation how to input these items. The whole package seems obsessed with how to claim expenses. Surely invoices can both be printed as well as emailed, no option to do this without the inconvenience of forwarding invoice to yourself to then print !!!! My letterhead is on a PDF your software insisted I delete pdf and use other formats, this would render most of the documents I receive from others as invalid..USELESS Tutorials are hopelessly fast and not very clear, surely some written notes would help than some random voice who assumes you know it as well as him, examples shown were half done with no clear steps shown",2019-02-06 09:44:34
5,"Brilliant system, really easy to use and make sense to a non Accoutant. Couldn’t do without it now.",2019-02-04 12:26:25
5,"So far so good, loving the ease of the app",2019-01-26 21:03:51
4,"Excellent software that beats the pants of Quickbooks self employed. There is always room for improvement and there is one thing I prefer on QB. But the difference is that Quickbooks are NOT listening to what their customers want, whereas Freeagent does actually seem to give a damn! Support alone is the one area where Freeagent makes Quickbooks look like amateur hour. The software does more, is easier to use and if you get into difficulties-their support team cares more than the useless QB support. Forget the QB slick adverts. They just want your money then forget you.",2019-01-22 14:22:02
5,"Excellent helpdesk support, very prompt reply and very polite, speedy and helpful response. Followed up very quickly too.",2019-01-16 16:38:29
3,"The programme is easy to use and understand and well laid out The major problem I have is if you need to enter different VAT rates on the same sales invoice, you need to enter two invoices for each VAT rate. The same occurs with bills received. Reverse charge for VAT for service bills from outside EU/UK is not catered for and they have to be entered as EU services to ensure that the VAT is accounted for correctly. If these issues are addressed it would be the best package for my service company.",2019-01-16 08:58:56
5,"Brilliant system, used by our company from day one and we&#039;re now heading into our fifth year of trading. It is easy to use and great for small businesses. The accountant access is a fantastic feature and ensure that the financial side of our busy runs smoothly. The team are always there to help when we had the odd question.",2019-01-15 16:18:33
5,i love it !,2019-01-15 10:49:16
5,"Great for taking the stress out of day-to-day bookkeeping, and for automatic submission of returns.",2019-01-10 12:46:27
5,Easy to use and excellent support both online and in person thanks it makes my life much easier Alan ,2019-01-09 11:29:46
5,Excellent package has really helped me organise my finances and saved me money in reduced accountancy fees ! ,2019-01-09 09:28:19
5,Very happy with it ,2019-01-04 12:47:25
5,"first accounting software, find it very easy to use",2019-01-04 09:53:31
5,"Absolutely ideal for a small company (and/or freelancer) running on a cash basis, handles all the HMRC interactions for me - perfect!",2019-01-02 11:25:43
5,It works well.. helps us manage the business..,2018-12-29 11:33:41
2,Disappointed with the bank feed - it doesn&#039;t bring through the HSBC automatically which is time consuming and annoying to activate every week. ,2018-12-26 16:41:41
3,"Huge Negative which sways my total score - Won’t link to my hsbc business account so it’s awful at moment as I have to load my bank transactions manually. One day this will work no doubt but it’s miserable at the moment Positive - repeat invoices take seconds once setup - fab! You can record your time on the work, which is brilliant as you don’t need another time recording system But why do no accounts systems allow you to monitor and predict cash flow unless it’s a looming invoice or a repeat invoice",2018-12-19 09:44:28
1,Poor customer service with no experience of how to resolve the problem. Cannot reset password even after 3 tries and there is no help available regarding that and customer service has no idea about that. Email sent but it take ages to get a reply and apart from that there is no concept of reminder so you can easily miss Payroll and VAT. Self Assessment take ages to update and really require improvement if they want to be competitive. ,2018-12-07 10:05:24
5,"absolutely brilliant, should have purchased this software years ago!!",2018-12-07 09:43:11
5,"FreeAgent is so easy to use, looks very professional to my customers and gives me all the tools I need. Thank you!",2018-12-06 12:46:50
5,"Love it, so easy to use and comprehensive solution",2018-12-03 17:38:50
5,The service was great,2018-11-30 11:20:46
5,"We are really enjoying using FreeAgent. It has its flaws, and there are a few features we&#039;d like to have incorporated at the next release, but in general its been a very easy transition from our previous accounts and database software, and we&#039;ve got up to speed exceedingly quickly. Thank you.",2018-11-22 14:01:32
5,"FreeAgent has really got my finances under control, and is really easy to use. I love the time tracking and billing features, as I can see where I&#039;m spending my time and if my business is profitable. Being able to complete my tax return straight from FreeAgent is amazing too!",2018-11-16 12:18:27
5,"Very helpful advice that answered my queries and the people who responded were professional and friendly,",2018-11-14 22:39:01
5,Great support from the team if I dont understand any element as it is different to accounting software I have previously used. I really appreciated the patience when I have asked lots of questions :) Easy to use and navigate. Helps to manage accounts and to project,2018-11-14 09:58:10
5,"Great product. Works brilliantly and support is excellent, should you ever needed it. Can’t recommend FreeAgent highly enough. ",2018-11-10 10:29:18
5,"quick, helpful and brill",2018-11-03 15:51:51
4,"It is a good online accounting tool, but I feel it is missing a couple of things, so can&#039;t give a very good rating",2018-10-31 09:38:52
5,Amazing software that just works! The setup and support is second to none. Having such great support makes me realise I’ve chosen the right accounting software - it does everything easily and quickly and if I get stuck the systems to support me are outstanding. ,2018-10-30 18:45:22
5,Superb. Let’s you always know where you stand re taxes and general finances!,2018-10-28 19:42:43
4,"Brilliant piece of software for all kinds of businesses (corporate, freelance). Monthly price is affordable, and well worth paying for the features you get access to. Looking forward to the future of FreeAgent",2018-10-26 08:35:55
5,"I&#039;m a small retailer, and picked up on FreeAgent only because NatWest offered it for free. Wow, was I lucky! Although it is not really built for retail (none of these things are) the solutions to problems I&#039;d had with other software were really quite obvious, the support was first class and I was up and running live, with six months history loaded up, in only eight days. While working full time, plus while concurrently trialling other software, plus while actually having a life. That contrasts *very* sharply with the trial I had until then been running with some geezers called Q***k**ks for about three months and with no end in sight. To be fair, I haven&#039;t always agreed with the advice offered by your support, and have sometimes done my own contrary thing. But the end result is a system that works for me and puts all the numbers in the right places. And it is all much easier than I had ever thought possible. Since then, it&#039;s taken a bit of time to tweak my regular routines to fit with Freeagent, to work out where and how to best check for errors, and I&#039;ve fallen back on using the API to deal with my six years of sales history (which I recognise isn&#039;t for everybody, but is really easy to use - happy to share code if it is of any use). But, yeah, it is more fun than any accounting system deserves to be, and definitely more fast, fun and useful than the Q***k***k* thing.. Top marks. Even topper marks if you can find a decent way of putting in historical fixed assets, which is the only bugbear I got left. Oh, and multiline bills - I only get one a month, but it irritates me!",2018-10-17 20:10:05
5,"Very intuitive software, that makes accounting fairly easy. The automatic bank feed is a great feature. Customer service is very friendly and helpful.",2018-10-16 16:47:14
3,Response helped me resolve my query but it wast the &quot;clever&quot; solution I had hoped for. More of a manual edit. ,2018-10-11 17:59:27
3,Freeagent meets our company needs at a price that works for us.,2018-10-08 05:57:50
5,"I am the treasurer of a couple of charities, one being a small choir. We use Free Agent for managing the finances of both charities and I find it clear, easy to use and versatile. I sometimes have to adapt something that is there for a business and change it slightly to accomodate our needs (monthly subscriptions, expenses for concerts we are putting on, and lots of cash instead of cheques and bank transactions) but i can usually find a way to adapt it and the support team are always very helpful indeed.",2018-09-08 15:39:44
4,"I like FreeAgent a lot. It&#039;s easy to use and most functionality is designed for a business owner rather that an accountant. The only weaknesses are i) in some of the basic &#039;error correcting&#039; functions that some alternatives provide - for example an &#039;Undo&#039; and an Audit Trail, and ii) in some more mature functions like expenses sheets. They are developing Year End reporting for HMRC and CoHse which will be a big advantage. Customer support is generally excellent. They could do with creating a few more &#039;manuals&#039; to consolidate all the information on the website.",2018-09-08 13:26:21
2,"When I started using FreeAgent I found it really great and useful, until it came time to file my taxes, then I discovered the limitations of FreeAgent. Not only was I unable to manage that from the website, but the categories they had used didn&#039;t match to the categories I was asked to fill in on the Government online tool, which made the process much longer and more painful than it needed to be. Additionally when I need to close payroll this was yet again a feature they did not support. So I am afraid it hasn&#039;t lived up to my expectations and I&#039;ll be looking for a different tool for the future.",2018-09-06 10:09:04
5,"I have spent literally years trying to find the right accounting app for me, as a freelancer. At this point, I&#039;ve used about all of them. I tried QB Freelancer in it&#039;s first year and it had far too many bugs. I used Harvest but it didn&#039;t have all the features I needed. I tried Freshbooks but it just didn&#039;t work and it lacked features. These other platforms all want to just be an expensive cog with a million addons or are just too case-specific or just plain buggy. Frustrated to the point of just using good ol&#039; excel sheets, I found FreeAgent. These guys do just about everything perfectly. It honestly is hard to express that. They had a slightly older UI when I started, but they&#039;re already working on a new one (I&#039;m in the Beta, and it&#039;s awesome). I have my invoicing, time tracking, expense tracking, and all the important stuff right in front of me. I have the usual big-options for getting paid, paypal &amp; stripe, plus banking details for check-payment on the invoice. It will automatically match bank transactions to payments where possible. You can link 1 huge payment to multiple separate invoices (and it keeps track to make sure you don&#039;t get underpaid). There is multi-user support, so I can have employees/contractors work within my business to track their working hours and manage invoicing smoothly and efficiently. I can rebill expenses, with markup to clients. There&#039;s reports, which I use all the time to get a quick glance at what the next round of invoices should look like. I can get account statuses/summaries for any delinquent clients, and it is just amazing. No other platform I&#039;ve worked with had all of these features. None of them were this affordable. And none of them were working this hard on improving their product.",2018-08-22 15:04:20
5,"I felt heard. The first person I spoke to found the specialist to solve my problem but also stayed in touch. So I didn&#039;t feel as if I was being passed around. It was a seemless, simple &amp; pleasant experience!",2018-08-16 14:01:54
5,"FreeAgent has really helped me keep track of everything. However, I would love to be able to do the following: - Upload multiple files simultaneously when attaching files to Invoices. - Ability to delete files automatically in single-use scenarios (Receipts for Invoice etc.) - Connect Expenses to my Bank Accounts - Ability to connect Expenses stated on an Invoice to my Expenses in general",2018-08-16 11:59:47
5,"This software is easy to use, even for a novice like myself. The customer service is excellent, the staff are friendly and informative. Great software and amazing customer service!",2018-08-06 11:50:54
5,Excellent software and even better customer service ,2018-08-06 09:12:14
5,Excellent online service that can not be faulted.,2018-08-01 11:45:34
5,So simple and easy to use!,2018-07-26 08:15:27
4,Really good accountancy software that enables me to run my business faultlessly. App is good however a few bits still missing. ,2018-07-25 08:34:50
5,"It works as stated, it helps me run my business.. a great program.",2018-07-23 10:20:28
4,"Great app, bit slow with feature releases",2018-07-23 09:25:52
